"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"목동로 212","","126.867022374","37.528163676","100324","11470000472","KOR","초롱어린이집","","양천구","","","","","","02-2651-7716","가정","일반","15","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-12-22 04:00:42.0"
"서울특별시 양천구 목동동로 81","서울특별시 양천구 신정동 322-11","126.863868433","37.515978838","100324","11470000473","KOR","양천구청 직장어린이집","","양천구","","","","","","02-2061-0665","직장","시간연장형 휴일보육","64","55","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"곰달래로13길 59","","126.834475881","37.534635733","100324","11470000474","KOR","구립 샤마임어린이집","","양천구","","","","","","02-2696-7982","국공립","시간연장형","59","56","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-11-17 04:01:17.0"
"목동중앙본로26길 23","","126.871255077","37.542761264","100324","11470000478","KOR","참사랑어린이집","","양천구","","","","","","02-2646-3321","가정","일반","14","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-11-22 04:00:42.0"
"신정이펜1로 50","","126.830244991","37.513566874","100324","11470000481","KOR","신나라어린이집","","양천구","","","","","","02-6489-3003","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-11-02 04:05:37.0"
"서울특별시 양천구 목동서로 340","서울특별시 양천구 신정동 312","126.861694770","37.519507525","100324","11470000483","KOR","팬더어린이집","","양천구","","","","","","02-2646-2838","가정","일반","12","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"서울특별시 양천구 신정로11길 63","서울특별시 양천구 신정동 1283","126.836275174","37.511775397","100324","11470000484","KOR","그린어린이집","","양천구","","","","","","02-2697-8053","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"서울특별시 양천구 신정이펜2로 55","서울특별시 양천구 신정동 1322","126.829876578","37.514893041","100324","11470000488","KOR","구립 큰솔어린이집","","양천구","","","","","","02-2602-7061","국공립","시간연장형","64","64","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"신정이펜1로 50","","126.830244991","37.513566874","100324","11470000489","KOR","리틀중앙어린이집","","양천구","","","","","","02-6448-7577","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-01 04:03:18.0"
"신정이펜2로 55","","126.830966504","37.515530717","100324","11470000490","KOR","조이조이어린이집","","양천구","","","","","","02-2606-4475","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-12 04:00:51.0"
"신정이펜2로 55","","126.830966504","37.515530717","100324","11470000491","KOR","아이드림어린이집","","양천구","","","","","","02-2699-7779","가정","일반","19","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-15 04:01:07.0"
"신정이펜1로 50","","126.830244991","37.513566874","100324","11470000492","KOR","구립 넓은들어린이집","","양천구","","","","","","02-2699-7967","국공립","장애아통합 시간연장형","79","77","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-05 04:01:24.0"
"중앙로29길 96","","126.848731519","37.519962570","100324","11470000493","KOR","아기별어린이집","","양천구","","","","","","02-2699-3003","가정","일반","16","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-08 04:01:52.0"
"서울특별시 양천구 목동동로 50","서울특별시 양천구 신정동 326","126.859058234","37.513986183","100324","11470000495","KOR","아이미소어린이집","","양천구","","","","","","02-395-9923","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"신정이펜1로 99","","126.827938352","37.514932896","100324","11470000496","KOR","구립 한누리어린이집","","양천구","","","","","","02-2604-2525","국공립","시간연장형 null","44","39","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-28 04:00:24.0"
"신정이펜1로 51","","126.829927083","37.510154692","100324","11470000497","KOR","구립 새빛어린이집","","양천구","","","","","","02-2601-6658","국공립","시간연장형","34","33","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-04 04:05:54.0"
"서울특별시 양천구 신정이펜1로 50","서울특별시 양천구 신정동 1316","126.830430199","37.511953774","100324","11470000499","KOR","우리별어린이집","","양천구","","","","","","02-2694-6161","가정","일반","20","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"서울특별시 양천구 목동동로 50","서울특별시 양천구 신정동 326","126.862176154","37.514457918","100324","11470000501","KOR","딸기어린이집","","양천구","","","","","","02-2652-8819","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"신정이펜1로 50","","126.830244991","37.513566874","100324","11470000502","KOR","캥거루어린이집","","양천구","","","","","","02-2603-1159","가정","일반","20","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-11-02 04:05:38.0"
"신월로 99","","126.831242694","37.518781588","100324","11470000503","KOR","사과나무어린이집","","양천구","","","","","","02-6342-1009","가정","일반","11","9","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-05 04:01:24.0"
"신정로14길 6","","126.844228278","37.508233026","100324","11470000506","KOR","시우어린이집","","양천구","","","","","","02-2060-3591","가정","일반","11","9","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-11-02 04:05:39.0"
"신월로20길 7","","126.845144179","37.519062060","100324","11470000507","KOR","아이행복어린이집","","양천구","","","","","","02-2602-9979","가정","일반","19","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-08 04:01:53.0"
"신월로 99","","126.831242694","37.518781588","100324","11470000509","KOR","시영어린이집","","양천구","","","","","","02-716-5063","가정","일반","13","11","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-11-04 04:00:20.0"
"서울특별시 양천구 목동서로 340","서울특별시 양천구 신정동 312","126.860888594","37.519057178","100324","11470000510","KOR","세꿈어린이집","","양천구","","","","","","02-2648-8136","가정","일반","16","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"오목로3길 17","","126.838271665","37.523188022","100324","11470000511","KOR","드림아이어린이집","","양천구","","","","","","02-2654-9481","가정","일반","19","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-04 04:05:55.0"
"신정로13길 38","","126.842925232","37.511728400","100324","11470000512","KOR","이편한어린이집","","양천구","","","","","","02-2693-7179","가정","일반","19","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-01 04:03:19.0"
"서울특별시 양천구 목동동로 50","서울특별시 양천구 신정동 326","126.858954144","37.513488703","100324","11470000513","KOR","하늘정원어린이집","","양천구","","","","","","02-2652-0452","가정","일반","13","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-10-12 17:27:56.0"
"목동중앙남로 46","","126.866938901","37.537828143","100324","11470000516","KOR","미소래스콜라어린이집","","양천구","","","","","","02-2643-8535","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2018-12-11 04:01:18.0"
"신정로14길 6","","126.844228278","37.508233026","100324","11470000517","KOR","학마을키즈 어린이집","","양천구","","","","","","02-6737-9300","가정","일반","11","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:56.0","2019-01-01 04:03:21.0"
"목동동로12길 60","","126.877563984","37.520221007","100324","11470000518","KOR","보보 어린이집","","양천구","","","","","","02-2652-5431","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:55.0","2018-10-20 04:01:00.0"
